rank   rating    name
  934  0.056307  A_Lowland
  935  0.056290  Szymonik999
  936  0.056189  LoserToast
  937  0.056151  Ix3ta
  938  0.056092  PROxxCHF
  939  0.056020  Sitting_Cow
  940  0.055905  FiliqiliF
  941  0.055873  Mout_sea
  942  0.055866  Utashii
  943  0.055838  supermannopy
  944  0.055822  sandor87
  945  0.055790  Siggator
  946  0.055788  chickynuggy2134
  947  0.055781  pineapple873
  948  0.055777  Harvey15R
  949  0.055640  Lu_alt
  950  0.055563  SBurningFlameS
  951  0.055521  Vertun
  952  0.055453  Dragon1020
  953  0.055387  Equiii
  954  0.055375  Jazonday
  955  0.055299  Zythum_
  956  0.055140  Onkel_Schlumpf
  957  0.054902  lauvvy
  958  0.054822  Barnesy12
  959  0.054769  DylanDC14
  960  0.054734  Hamous_
  961  0.054690  analog07
  962  0.054678  HanameYt
  963  0.054637  BeastTom6
  964  0.054463  FreeWall
  965  0.054313  bencike2001
  966  0.054140  Mchxdlo
  967  0.054054  GutoScripting
  968  0.054029  xNomekx
  969  0.053947  StameDj
  970  0.053828  Nakili
  971  0.053828  Bobrowyha_
  972  0.053701  nickk255
  973  0.053568  hydriel
  974  0.053519  sam3192
  975  0.053512  tsu___
  976  0.053432  QwiDziT
  977  0.053372  FretteH
  978  0.053342  bora756
  979  0.053243  pidgeonmaster
  980  0.053064  HAGNBATOR300
  981  0.053021  2_flying_uwe
  982  0.053003  Karltheo10
  983  0.052969  Lychniz
  984  0.052922  MYCOUSINISFAT
  985  0.052871  Szyxxn
  986  0.052820  Atomic947
  987  0.052781  MB_Cube
  988  0.052736  TimoCST
  989  0.052718  Augustify
  990  0.052658  obscuredc
  991  0.052621  EnvixIsCool
  992  0.052619  Ex1tw0und
  993  0.052597  AquilaeOculus
  994  0.052525  5ilnt
  995  0.052506  vliegendkaasblok
  996  0.052496  jasjasjaske
  997  0.052411  InVinceble2012
  998  0.052407  ImAalonx
  999  0.052320  Cheese_Fries34
 1000  0.052271  KairoPlayz12
